Cottonking Pvt. Ltd. -WH,,,,,,,,,,,,,,,,,,,,,,
STOCK REPORT,,,,,,,,,,,,,,,,,,,,,,
From Date : 12-Mar-2012 To : 12-Mar-2012,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , ,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD, ,
ITEM CODE,MRP,Basic Product,Product Specification,Size,Design No.,Production Type,OPENING STOCK,INIT QTY.,CUSTOMER RETURN,STOCK TRN IN,GRN QTY.,QDN/ADJ+,PHYSICAL STOCK (STOCK TAKE) EXCESS,TOTAL RECEIPTS,SOLD QTY.,TR OUT QTY,STOCK DELIVERY,QDN/ADJ-,PHYSICAL STOCK (STOCK TAKE) SHORTAGE,TOTAL OUTWARD,BALANCE STOCK,VALUE
0010040000056,300,T-SHIRT,HALF - SH,40 CM,7231,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000063,180,T-SHIRT,HALF - SH,39 CM,7232,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000064,180,T-SHIRT,HALF - SH,40 CM,7232,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000075,120,T-SHIRT,HALF - SH,39 CM,7301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000077,120,T-SHIRT,HALF - SH,39 CM,7301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000078,120,T-SHIRT,HALF - SH,40 CM,7301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000080,120,T-SHIRT,HALF - SH,44 CM,7301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000086,180,T-SHIRT,HALF - SH,44 CM,7233,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000090,450,T-SHIRT,HALF - SH,44 CM,7323,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000091,450,T-SHIRT,HALF - SH,39 CM,7324,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000093,450,T-SHIRT,HALF - SH,42 CM,7324,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000096,450,T-SHIRT,HALF - SH,40 CM,7325,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000097,450,T-SHIRT,HALF - SH,42 CM,7325,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000098,450,T-SHIRT,HALF - SH,44 CM,7325,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000113,325,T-SHIRT,HALF - SH,40 CM,6844,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000115,325,T-SHIRT,HALF - SH,44 CM,6844,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000116,300,T-SHIRT,HALF - SH,39 CM,6846,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000118,300,T-SHIRT,HALF - SH,42 CM,6846,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000126,325,T-SHIRT,HALF - SH,39 CM,6846,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000131,300,T-SHIRT,HALF - SH,40 CM,6847,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000142,395,T-SHIRT,HALF - SH,39 CM,6981,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000145,395,T-SHIRT,HALF - SH,44 CM,6981,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000150,330,T-SHIRT,HALF - SH,39 CM,6983,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000156,330,T-SHIRT,HALF - SH,39 CM,6991,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000166,395,T-SHIRT,HALF - SH,44 CM,6700,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000167,395,T-SHIRT,HALF - SH,39 CM,6701,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000183,300,T-SHIRT,HALF - SH,39 CM,4758,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000211,300,T-SHIRT,HALF - SH,39 CM,6097,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000212,300,T-SHIRT,HALF - SH,40 CM,6097,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000231,395,T-SHIRT,HALF - SH,39 CM,6532,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000232,395,T-SHIRT,HALF - SH,40 CM,6532,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000233,395,T-SHIRT,HALF - SH,42 CM,6532,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000234,395,T-SHIRT,HALF - SH,44 CM,6532,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000235,395,T-SHIRT,HALF - SH,39 CM,6533,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000236,395,T-SHIRT,HALF - SH,40 CM,6533,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,395
0010040000239,395,T-SHIRT,HALF - SH,39 CM,6534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000259,550,T-SHIRT,HALF - SH,39 CM,6605,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000260,550,T-SHIRT,HALF - SH,40 CM,6605,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000261,550,T-SHIRT,HALF - SH,42 CM,6605,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000262,550,T-SHIRT,HALF - SH,44 CM,6605,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000275,300,T-SHIRT,HALF - SH,39 CM,6013,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000276,300,T-SHIRT,HALF - SH,40 CM,6013,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000281,280,T-SHIRT,HALF - SH,39 CM,6013,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000320,395,T-SHIRT,HALF - SH,39 CM,6358,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000324,395,T-SHIRT,HALF - SH,39 CM,6359,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000325,395,T-SHIRT,HALF - SH,40 CM,6359,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000328,395,T-SHIRT,HALF - SH,39 CM,6360,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000330,395,T-SHIRT,HALF - SH,42 CM,6360,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000335,300,T-SHIRT,HALF - SH,39 CM,6106,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000336,300,T-SHIRT,HALF - SH,40 CM,6106,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000339,280,T-SHIRT,HALF - SH,39 CM,6106,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000340,280,T-SHIRT,HALF - SH,40 CM,6106,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000409,300,T-SHIRT,HALF - SH,39 CM,5139,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000417,395,T-SHIRT,HALF - SH,39 CM,5168,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000419,395,T-SHIRT,HALF - SH,42 CM,5168,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000420,395,T-SHIRT,HALF - SH,44 CM,5168,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000430,300,T-SHIRT,HALF - SH,40 CM,5144,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000511,350,T-SHIRT,HALF - SH,39 CM,4655,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000512,350,T-SHIRT,HALF - SH,40 CM,4655,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000514,350,T-SHIRT,HALF - SH,44 CM,4655,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000515,350,T-SHIRT,HALF - SH,39 CM,4652,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000516,350,T-SHIRT,HALF - SH,40 CM,4652,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000517,350,T-SHIRT,HALF - SH,42 CM,4652,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000518,350,T-SHIRT,HALF - SH,44 CM,4652,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000523,395,T-SHIRT,HALF - SH,39 CM,4901,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000526,395,T-SHIRT,HALF - SH,44 CM,4901,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000527,395,T-SHIRT,HALF - SH,39 CM,4902,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000538,395,T-SHIRT,HALF - SH,44 CM,4904,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000542,390,T-SHIRT,HALF - SH,39 CM,4530,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000545,390,T-SHIRT,HALF - SH,44 CM,4530,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000546,180,T-SHIRT,HALF - SH,39 CM,4470,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000552,180,T-SHIRT,HALF - SH,42 CM,4465,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000555,180,T-SHIRT,HALF - SH,40 CM,4468,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000557,180,T-SHIRT,HALF - SH,44 CM,4468,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000566,180,T-SHIRT,HALF - SH,42 CM,4472,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000567,180,T-SHIRT,HALF - SH,44 CM,4472,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000571,180,T-SHIRT,HALF - SH,42 CM,4510,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000577,280,T-SHIRT,HALF - SH,39 CM,4557,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000585,360,T-SHIRT,HALF - SH,39 CM,4534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000588,360,T-SHIRT,HALF - SH,44 CM,4534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000595,425,T-SHIRT,HALF - SH,39 CM,4611,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000596,425,T-SHIRT,HALF - SH,40 CM,4611,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000597,425,T-SHIRT,HALF - SH,42 CM,4611,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000598,425,T-SHIRT,HALF - SH,44 CM,4611,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000616,280,T-SHIRT,HALF - SH,44 CM,4228,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000619,330,T-SHIRT,HALF - SH,40 CM,4237,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000620,330,T-SHIRT,HALF - SH,42 CM,4237,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000622,330,T-SHIRT,HALF - SH,40 CM,4236,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000623,330,T-SHIRT,HALF - SH,42 CM,4236,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000624,330,T-SHIRT,HALF - SH,39 CM,4238,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000625,330,T-SHIRT,HALF - SH,40 CM,4238,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000626,330,T-SHIRT,HALF - SH,42 CM,4238,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000636,295,T-SHIRT,HALF - SH,42 CM,4291,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000637,295,T-SHIRT,HALF - SH,44 CM,4291,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000647,380,T-SHIRT,HALF - SH,42 CM,4424,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000648,550,T-SHIRT,HALF - SH,39 CM,4427,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000649,550,T-SHIRT,HALF - SH,40 CM,4427,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000653,375,T-SHIRT,HALF - SH,44 CM,4428,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000654,300,T-SHIRT,HALF - SH,39 CM,4397,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000659,300,T-SHIRT,HALF - SH,40 CM,4403,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000678,300,T-SHIRT,HALF - SH,39 CM,4418,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000685,250,T-SHIRT,HALF - SH,44 CM,4438,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000687,250,T-SHIRT,HALF - SH,40 CM,4478,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000688,250,T-SHIRT,HALF - SH,42 CM,4478,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000689,250,T-SHIRT,HALF - SH,44 CM,4478,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000691,300,T-SHIRT,HALF - SH,40 CM,4415,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000697,250,T-SHIRT,HALF - SH,44 CM,4479,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000700,300,T-SHIRT,HALF - SH,42 CM,4437,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000709,180,T-SHIRT,HALF - SH,44 CM,4471,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000719,300,T-SHIRT,HALF - SH,40 CM,4433,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000725,250,T-SHIRT,HALF - SH,44 CM,4439,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000726,300,T-SHIRT,HALF - SH,39 CM,4456,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000731,300,T-SHIRT,HALF - SH,42 CM,4435,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000736,300,T-SHIRT,HALF - SH,39 CM,4446,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000739,300,T-SHIRT,HALF - SH,44 CM,4446,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000746,180,T-SHIRT,HALF - SH,39 CM,4183,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000748,180,T-SHIRT,HALF - SH,40 CM,4183,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000749,180,T-SHIRT,HALF - SH,42 CM,4183,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000750,180,T-SHIRT,HALF - SH,44 CM,4183,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000752,180,T-SHIRT,HALF - SH,39 CM,4173,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000753,180,T-SHIRT,HALF - SH,40 CM,4173,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000754,180,T-SHIRT,HALF - SH,42 CM,4173,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000759,295,T-SHIRT,HALF - SH,42 CM,4259,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000768,280,T-SHIRT,HALF - SH,42 CM,4064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000776,455,T-SHIRT,HALF - SH,42 CM,4095,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000777,455,T-SHIRT,HALF - SH,44 CM,4095,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000779,280,T-SHIRT,HALF - SH,40 CM,4106,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000783,180,T-SHIRT,HALF - SH,40 CM,4107,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000784,180,T-SHIRT,HALF - SH,42 CM,4107,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000785,180,T-SHIRT,HALF - SH,44 CM,4107,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000786,395,T-SHIRT,HALF - SH,39 CM,4109,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000797,250,T-SHIRT,HALF - SH,40 CM,4123,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000798,250,T-SHIRT,HALF - SH,42 CM,4123,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000799,250,T-SHIRT,HALF - SH,44 CM,4123,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000802,295,T-SHIRT,HALF - SH,42 CM,4125,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000803,295,T-SHIRT,HALF - SH,44 CM,4125,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000804,395,T-SHIRT,HALF - SH,39 CM,4129,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000807,280,T-SHIRT,HALF - SH,39 CM,4130,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000808,280,T-SHIRT,HALF - SH,40 CM,4130,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000810,280,T-SHIRT,HALF - SH,44 CM,4130,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000811,300,T-SHIRT,HALF - SH,39 CM,4131,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000814,300,T-SHIRT,HALF - SH,44 CM,4131,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000827,395,T-SHIRT,HALF - SH,39 CM,4139,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000842,180,T-SHIRT,HALF - SH,39 CM,4164,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000844,180,T-SHIRT,HALF - SH,42 CM,4164,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000845,180,T-SHIRT,HALF - SH,44 CM,4164,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000864,280,T-SHIRT,HALF - SH,44 CM,4156,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000865,395,T-SHIRT,HALF - SH,39 CM,4161,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000868,395,T-SHIRT,HALF - SH,39 CM,4162,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000871,180,T-SHIRT,HALF - SH,39 CM,4165,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000872,180,T-SHIRT,HALF - SH,40 CM,4165,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000874,180,T-SHIRT,HALF - SH,44 CM,4165,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000875,220,T-SHIRT,HALF - SH,39 CM,4235,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000876,220,T-SHIRT,HALF - SH,40 CM,4235,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000877,220,T-SHIRT,HALF - SH,42 CM,4235,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000881,100,T-SHIRT,HALF - SH,42 CM,3848,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000888,100,T-SHIRT,HALF - SH,40 CM,3975,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000889,100,T-SHIRT,HALF - SH,42 CM,3975,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000891,395,T-SHIRT,HALF - SH,39 CM,3983,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000899,395,T-SHIRT,HALF - SH,39 CM,4000,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000919,180,T-SHIRT,HALF - SH,40 CM,4036,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000920,180,T-SHIRT,HALF - SH,42 CM,4036,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000921,180,T-SHIRT,HALF - SH,44 CM,4036,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000922,180,T-SHIRT,HALF - SH,39 CM,4039,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000929,295,T-SHIRT,HALF - SH,44 CM,4026,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000931,280,T-SHIRT,HALF - SH,40 CM,4056,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000933,280,T-SHIRT,HALF - SH,44 CM,4056,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000946,395,T-SHIRT,HALF - SH,39 CM,4062,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000947,395,T-SHIRT,HALF - SH,40 CM,4062,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000948,395,T-SHIRT,HALF - SH,42 CM,4062,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000951,300,T-SHIRT,HALF - SH,42 CM,3767,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000954,280,T-SHIRT,HALF - SH,40 CM,3768,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000955,280,T-SHIRT,HALF - SH,42 CM,3768,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000956,280,T-SHIRT,HALF - SH,44 CM,3768,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000957,395,T-SHIRT,HALF - SH,39 CM,3799,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000958,395,T-SHIRT,HALF - SH,40 CM,3799,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000959,395,T-SHIRT,HALF - SH,42 CM,3799,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000961,180,T-SHIRT,HALF - SH,39 CM,3800,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000962,180,T-SHIRT,HALF - SH,40 CM,3800,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000963,180,T-SHIRT,HALF - SH,42 CM,3800,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000964,180,T-SHIRT,HALF - SH,44 CM,3800,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000967,295,T-SHIRT,HALF - SH,42 CM,3808,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000968,295,T-SHIRT,HALF - SH,44 CM,3808,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000969,445,T-SHIRT,HALF - SH,39 CM,3809,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000982,445,T-SHIRT,HALF - SH,40 CM,3474,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000992,350,T-SHIRT,HALF - SH,44 CM,3125,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001018,300,T-SHIRT,HALF - SH,39 CM,3141,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001062,320,T-SHIRT,HALF - SH,39 CM,2698,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001064,320,T-SHIRT,HALF - SH,42 CM,2698,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001065,320,T-SHIRT,HALF - SH,44 CM,2698,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001068,380,T-SHIRT,HALF - SH,39 CM,1960,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001069,380,T-SHIRT,HALF - SH,40 CM,1960,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001071,380,T-SHIRT,HALF - SH,39 CM,1962,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001073,380,T-SHIRT,HALF - SH,42 CM,1962,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001079,445,T-SHIRT,HALF - SH,40 CM,1998,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001101,395,T-SHIRT,HALF - SH,39 CM,2026,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001107,495,T-SHIRT,HALF - SH,39 CM,2034,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001108,495,T-SHIRT,HALF - SH,40 CM,2034,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001109,495,T-SHIRT,HALF - SH,42 CM,2034,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001110,550,T-SHIRT,HALF - SH,39 CM,2061,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001111,550,T-SHIRT,HALF - SH,40 CM,2061,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001113,550,T-SHIRT,HALF - SH,39 CM,2063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001114,550,T-SHIRT,HALF - SH,40 CM,2063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040001116,550,T-SHIRT,HALF - SH,39 CM,2072,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
